Aggregate Dataset,Released:,,20210218,Nursing Homes,,,,,,,,,,,,,Assisted Living,,,,,,,,,,,,,Uncategorized Long Term Care Facilities,,,,,,,,,,,,,Other Care Facilities,,,,,,,,,,,,
Date,State,,Data Type,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak
20200604,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,861,,167,,493,,2,,,,,,,,,,,,,,,,,,,
20200604,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,56,,19
20200604,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16167,,,,2807,,,,,,4094,,615,,,,,,,,,,,,,
20200604,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
20200604,RI,,Aggregate,,,,,,,,,,,,,,145,,30,,,,,,,,,,8,2455,,520,,,,,,,,,,48,,,,,,,,,,,,,
20200604,SC,,Aggregate,1292,,209,,573,,2,,,,,,90,82,,15,,53,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,TN,,Aggregate,,,104,,,,,,915,,,,38,,,33,,,,,,230,,,,28,,,,,,,,,,,,,,,,,,,,,,2,,,,1
20200604,TX,,Aggregate,4222,,706,,,,,,,,,,450,497,,112,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,51,,255,,,,,,,,,,,,,,,,,,,,,
20200604,VA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096,,816,,217,,,,,,,,,,,,,
20200604,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200604,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,
20200604,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2894,,507,,,,,,,,,,,,,,,
20200604,WI,,Aggregate,,,,,,,,,,,,,88,,,,,,,,,,,,,,1031,,272,,,,,,,,,,131,,,,,,,,,,,,,
20200604,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,147,,,,,,43,,14,,,,,,,,,,,,,
20200604,WY,,Aggregate,12,,4,,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,,,,1162,,,,,,,,,,,,,,,,,,,,,
20200611,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,68,,283,,,,,,,,92,,,,,,,,,,,,,
20200611,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,139,2026,,468,,1024,,5,,,,,,82,,,,,,,,,,,,,
20200611,CA,,Aggregate,11070,,2080,,6624,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476,,362,,101
20200611,CO,,Aggregate,1445,434,380,111,984,515,2,,,,,,76,444,82,129,17,267,128,,,,,,,51,,,,,,,,,,,,,,494,78,154,19,307,123,2,,,,,,29
20200611,CT,,Aggregate,8669,,2648,,,,,,,,,,173,1051,,349,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,DC,,Aggregate,657,,150,,259,,7,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,990,,247,,,,,,,,,,30,,,,,,,,,,,,,
20200611,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10539,,1487,,279,,,,,,,,,,,,,
20200611,GA,,Aggregate,5572,,947,,2376,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,685,,173,,383,,,,,,,,159
20200611,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,HI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,IA,,Aggregate,,,,,,,,,1543,,339,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,52,,25,,,,,,,,,,,,,
20200611,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18840,,3144,,554,,,,,,,,,,,,,
20200611,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,611",,1011,,,,,,,,,,250,,,,,,,,,,,,,
20200611,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,,127,,36,,,,,,,,,,,,,
20200611,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1457,,307,,705,,3,,,,,,145,,,,,,,,,,,,,
20200611,LA,,Aggregate,4962,,1224,,2214,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,91,,,,,,,,,,122
20200611,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22561,,4705,365,,,,,,,,,,,,,
20200611,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7967,,1743,,4032,,23,,,,,,227
20200611,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,4,,23,,,,,,,,,,,,,,,,,,,,,
20200611,MI,,Aggregate,6452,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3273,,994,,,,,,,,,,314,,,,,,,,,,,,,
20200611,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,,360,,,,,,,,,,196,,,,,,,,,,,,,
20200611,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,MS,,Aggregate,,,,,,,,,,,,,95,,,,,,,,,,,,,6,2137,,447,,,,,,,,,,127,,,,,,,,,,,,,1
20200611,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,NC,,Aggregate,2536,,535,,1141,,3,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,493,,57,,193,,0,,,,,,32
20200611,ND,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,
20200611,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,533,,98,,440,,,,,,,,126,,,,,,,,,,,,,
20200611,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,,282,,,,,,,,,,,,,,,
20200611,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,23253,,6242,,11613,,113,,,,,,551,,,,,,,,,,,,,
20200611,NM,,Aggregate,,,,,,,,,,,,,30,,,,,,,,,,,,,15,533,,168,,374,,3,,,,,,,,,,,,,,,,,,,2
20200611,NV,,Aggregate,595,,98,,427,,2,,,,,,39,99,,24,,48,,1,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,NY,,Aggregate,,,,,,,,,,,3436,2718,392,,,,,,,,,,,118,52,58,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,OH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6113,,1376,,2804,,,,,,,,,,,,,,,,,,,,,
20200611,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,915,,181,,552,,3,,,,,,,,,,,,,,,,,,,
20200611,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16357,,,,2871,,,,,,4215,,627,,,,,,,,,,,,,
20200611,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
20200611,RI,,Aggregate,,,,,,,,,,,,,,165,,35,,,,,,,,,,9,2495,,625,,,,,,,,,,51,,,,,,,,,,,,,
20200611,SC,,Aggregate,1367,,237,,667,,2,,,,,,96,95,,19,,63,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,TN,,Aggregate,,,121,,,,,,1062,,,,48,,,34,,,,,,261,,,,28,,,,,,,,,,,,,,,,,,,,,,2,,,,1
20200611,TX,,Aggregate,4552,,767,,,,,,,,,,517,541,,122,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,56,,284,,,,,,,,,,,,,,,,,,,,,
20200611,VA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369,,858,,224,,,,,,,,,,,,,
20200611,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200611,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,
20200611,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3691,169,690,,,,,,,,,,,,,,,
20200611,WI,,Aggregate,,,,,,,,,,,,,96,,,,,,,,,,,,,,1129,,286,,,,,,,,,,157,,,,,,,,,,,,,
20200611,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,147,,,,,,43,,14,,,,,,,,,,,,,
20200611,WY,,Aggregate,12,,4,,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,,,,1262,,,,,,,,,,,,,,,,,,,,,
20200618,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,543,,79,,368,,,,,,,,110,,,,,,,,,,,,,
20200618,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,155,2241,,503,,1156,,5,,,,,,97,,,,,,,,,,,,,
20200618,CA,,Aggregate,11677,,2191,,7136,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812,,388,,110
20200618,CO,,Aggregate,1497,449,397,117,1018,602,2,,,,,,77,448,83,136,17,275,128,,,,,,,51,,,,,,,,,,,,,,511,78,168,19,320,121,2,,,,,,30
20200618,CT,,Aggregate,"8,672",59,2163,556,,,,,,,,,174,1051,,349,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,DC,,Aggregate,673,,153,,291,,7,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,,263,,433,,1,,,,,,31,,,,,,,,,,,,,
20200618,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11377,,1612,,302,,,,,,,,,,,,,
20200618,GA,,Aggregate,5824,,1000,,2527,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,711,,174,,431,,,,,,,,169
20200618,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,HI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,IA,,Aggregate,,,,,,,,,1543,,352,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,53,,30,,,,,,,,,,,,,
20200618,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20550,,3433,,580,,,,,,,,,,,,,
20200618,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4942,,1082,,,,,,,,,,264,,,,,,,,,,,,,
20200618,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,,134,,40,,,,,,,,,,,,,
20200618,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,,331,,754,,3,,,,,,162,,,,,,,,,,,,,
20200618,LA,,Aggregate,5222,,1271,,2308,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,97,,,,,,,,,,130
20200618,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23013,,4899,369,,,,,,,,,,,,,
20200618,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042,,1804,,4123,,26,,,,,,227
20200618,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,37,,95,,,,,,,,13,,,,,,,,,,,,,
20200618,MI,,Aggregate,7111,,1976,,3157,,24,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,341",,1064,,,,,,,,,,330,,,,,,,,,,,,,
20200618,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,521",,360,,,,,,,,,,222,,,,,,,,,,,,,
20200618,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,MS,,Aggregate,,,,,,,,,,,,,95,,,,,,,,,,,,,6,"2,266",,477,,,,,,,,,,127,,,,,,,,,,,,,3
20200618,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,NC,,Aggregate,2677,,582,,1231,,3,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,493,,57,,215,,1,,,,,,38
20200618,ND,,Aggregate,152,,,,221,,,,,,,,34,71,,,,73,,,,,,,,23,,,55,,,,,,,,,,,27,,,,16,,,,,,,,10
20200618,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,99,,451,,,,,,,,131,,,,,,,,,,,,,
20200618,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2529,,296,,,,,,,,,,,,,,,
20200618,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,23596,,6364,,11888,,117,,,,,,555,,,,,,,,,,,,,
20200618,NM,,Aggregate,,,,,,,,,,,,,32,,,,,,,,,,,,,18,556,,187,,386,,3,,,,,,,,,,,,,,,,,,,2
20200618,NV,,Aggregate,659,,98,,441,,2,,,,,,40,106,,27,,52,,1,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,NY,,Aggregate,,,,,,,,,,,3506,2718,392,,,,,,,,,,,121,52,58,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,OH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6404,,1491,,2977,,,,,,,,,,,,,,,,,,,,,
20200618,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,975,,189,,576,,3,,,,,,123,,,,,,,,,,,,,
20200618,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,,108,,48
20200618,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,16895,,,,3012,,,,,,4345,,651,,,,,,,,,,,,,
20200618,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
20200618,RI,,Aggregate,,,,,,,,,,,,,,165,,35,,,,,,,,,,9,2495,,625,,,,,,,,,,51,,,,,,,,,,,,,
20200618,SC,,Aggregate,1437,,262,,687,,2,,,,,,102,106,,27,,74,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,TN,,Aggregate,569,,107,,275,,,,,,,,48,147,,25,,64,,,,,,,,28,,,,,,,,,,,,,,2,,,,,,,,,,,,1
20200618,TX,,Aggregate,5075,,835,,,,,,,,,,579,557,,125,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,66,,284,,,,,,,,,,,,,,,,,,,,,
20200618,VA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747,,945,,230,,,,,,,,,,,,,
20200618,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200618,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,
20200618,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796,230,711,5,,,,,,,,,,,,,,
20200618,WI,,Aggregate,,,,,,,,,,,,,109,,,,,,,,,,,,,,1190,,305,,,,,,,,,,175,,,,,,,,,,,,,
20200618,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,147,,,,,,43,,14,,,,,,,,,,,,,
20200618,WY,,Aggregate,12,,4,,10,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2293,,412,,1453,,,,,,,,,,,,,,,,,,,,,
20200625,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,638,,91,,430,,1,,,,,,124,,,,,,,,,,,,,
20200625,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,177,2686,,549,,1291,,5,,,,,,112,,,,,,,,,,,,,
20200625,CA,,Aggregate,12594,,2334,,7992,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,,408,,115
20200625,CO,,Aggregate,1521,458,409,120,1031,529,4,,,,,,78,459,85,146,18,287,133,,,,,,,52,,,,,,,,,,,,,,517,84,169,19,321,123,2,,,,,,30
20200625,CT,,Aggregate,8745,59,2183,556,64,,0,,,,,,174,1048,,367,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,DC,,Aggregate,675,,154,,300,,8,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,,278,,450,,1,,,,,,32,,,,,,,,,,,,,
20200625,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12357,,1748,,322,,,,,,,,,,,,,
20200625,GA,,Aggregate,6140,,1062,,2621,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,741,,175,,437,,,,,,,,179
20200625,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,HI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,IA,,Aggregate,,,,,,,,,1543,,359,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,56,,34,,,,,,,,,,,,,
20200625,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21390,,3649,,593,,,,,,,,,,,,,
20200625,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,,1140,,,,,,,,,,268,,,,,,,,,,,,,
20200625,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,149,,48,,,,,,,,,,,,,
20200625,KY,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,,347,4,849,,3,,,,,,176,,,,,,,,,,,,,
20200625,LA,,Aggregate,5366,,1307,,2451,,,,,,,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,691,,100,,,,,,,,,,134
20200625,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23321,,5023,369,,,,,,,,,,,,,
20200625,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8223,,1852,,4239,,28,,,,,,227
20200625,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,37,,102,,,,,,,,14,,,,,,,,,,,,,
20200625,MI,,Aggregate,7290,,2010,,3187,,21,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,3450,,1107,,,,,,,,,,355,,,,,,,,,,,,,
20200625,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,,360,,,,,,,,,,231,,,,,,,,,,,,,
20200625,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,MS,,Aggregate,,,,,,,,,,,,,95,,,,,,,,,,,,,9,2487,,503,,,,,,,,,,127,,,,,,,,,,,,,3
20200625,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,NC,,Aggregate,,,,,,,,,4294,,646,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,,108,,40
20200625,ND,,Aggregate,152,,,,221,,,,,,,,34,71,,,,73,,,,,,,,23,,,56,,,,,,,,,,,27,,,,16,,,,,,,,10
20200625,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,99,,451,,,,,,,,131,,,,,,,,,,,,,
20200625,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,598",,318,,,,,,,,,,,,,,,
20200625,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,24039,,6455,,12208,,133,,,,,,557,,,,,,,,,,,,,
20200625,NM,,Aggregate,,,,,,,,,,,,,32,,,,,,,,,,,,,18,595,,197,,403,,3,,,,,,,,,,,,,,,,,,,2
20200625,NV,,Aggregate,622,,101,,450,,2,,,,,,41,102,,28,,57,,1,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,NY,,Aggregate,,,,,,,,,,,3541,2718,395,,,,,,,,,,,121,52,58,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,OH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6735,,1580,,3193,,,,,,,,,,,,,,,,,,,,,
20200625,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,,195,,605,,3,,,,,,127,,,,,,,,,,,,,
20200625,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,,113,,56
20200625,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,17454,,,,3123,,,,,,4471,,676,,,,,,,,,,,,,
20200625,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
20200625,RI,,Aggregate,,,,,,,,,,,,,,175,,40,,,,,,,,,,10,2570,,675,,,,,,,,,,52,,,,,,,,,,,,,
20200625,SC,,Aggregate,1509,,282,,701,,2,,,,,,106,108,,26,,86,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,TN,,Aggregate,712,,120,,318,,,,,,,,48,147,,25,,64,,,,,,,,28,,,,,,,,,,,,,,2,,,,,,,,,,,,1
20200625,TX,,Aggregate,5972,,895,,,,,,,,,,640,699,,136,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,70,,416,,,,,,,,,,,,,,,,,,,,,
20200625,VA,,Aggregate,,,,,,,,,3729,,516,,81,,,,,,,,,1226,,171,,69,,,,,,,,,359,,77,,52,,,,,,,,,1358,,259,,33
20200625,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200625,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20200625,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,127,776,3,,,,,,,,,,,,,,
20200625,WI,,Aggregate,,,,,,,,,,,,,119,,,,,,,,,,,,,,1242,,335,,,,,,,,,,199,,,,,,,,,,,,,
20200625,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,225,,,,147,,,,,,43,,14,,,,,,,,,,,,,
20200625,WY,,Aggregate,16,,6,,12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200702,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
